datetime,water_level
6/21/2019,89.16348148
6/22/2019,89.15518519
6/23/2019,89.14688889
6/24/2019,89.13859259
6/25/2019,89.1302963
6/26/2019,89.122
6/27/2019,89.13318519
6/28/2019,89.14437037
6/29/2019,89.15555556
6/30/2019,89.16674074
7/1/2019,89.17792593
7/2/2019,89.18911111
7/3/2019,89.2002963
7/4/2019,89.21148148
7/5/2019,89.22266667
7/6/2019,89.23385185
7/7/2019,89.24503704
7/8/2019,89.25622222
7/9/2019,89.26740741
7/10/2019,89.27859259
7/11/2019,89.28977778
7/12/2019,89.30096296
7/13/2019,89.31214815
7/14/2019,89.32333333
7/15/2019,89.33451852
7/16/2019,89.3457037
7/17/2019,89.35688889
7/18/2019,89.36807407
7/19/2019,89.37925926
7/20/2019,89.39044444
7/21/2019,89.40162963
7/22/2019,89.41281481
7/23/2019,89.424
7/24/2019,89.45851852
7/25/2019,89.49303704
7/26/2019,89.52755556
7/27/2019,89.56207407
7/28/2019,89.59659259
7/29/2019,89.63111111
7/30/2019,89.66562963
7/31/2019,89.70014815
8/1/2019,89.73466667
8/2/2019,89.76918519
8/3/2019,89.8037037
8/4/2019,89.83822222
8/5/2019,89.87274074
8/6/2019,89.90725926
8/7/2019,89.94177778
8/8/2019,89.9762963
8/9/2019,90.01081481
8/10/2019,90.04533333
8/11/2019,90.07985185
8/12/2019,90.11437037
8/13/2019,90.14888889
8/14/2019,90.18340741
8/15/2019,90.21792593
8/16/2019,90.25244444
8/17/2019,90.28696296
8/18/2019,90.32148148
8/19/2019,90.356
8/20/2019,90.35637037
8/21/2019,90.35674074
8/22/2019,90.35711111
8/23/2019,90.35748148
8/24/2019,90.35785185
8/25/2019,90.35822222
8/26/2019,90.35859259
8/27/2019,90.35896296
8/28/2019,90.35933333
8/29/2019,90.3597037
8/30/2019,90.36007407
8/31/2019,90.36044444
9/1/2019,90.36081481
9/2/2019,90.36118519
9/3/2019,90.36155556
9/4/2019,90.36192593
9/5/2019,90.3622963
9/6/2019,90.36266667
9/7/2019,90.36303704
9/8/2019,90.36340741
9/9/2019,90.36377778
9/10/2019,90.36414815
9/11/2019,90.36451852
9/12/2019,90.36488889
9/13/2019,90.36525926
9/14/2019,90.36562963
9/15/2019,90.366
9/16/2019,90.39588889
9/17/2019,90.42577778
9/18/2019,90.45566667
9/19/2019,90.48555556
9/20/2019,90.51544444
9/21/2019,90.54533333
9/22/2019,90.57522222
9/23/2019,90.60511111
9/24/2019,90.635
9/25/2019,90.66488889
9/26/2019,90.69477778
9/27/2019,90.72466667
9/28/2019,90.75455556
9/29/2019,90.78444444
9/30/2019,90.81433333
10/1/2019,90.84422222
10/2/2019,90.87411111
10/3/2019,90.904
10/4/2019,90.93388889
10/5/2019,90.96377778
10/6/2019,90.99366667
10/7/2019,91.02355556
10/8/2019,91.05344444
10/9/2019,91.08333333
10/10/2019,91.11322222
10/11/2019,91.14311111
10/12/2019,91.173
10/13/2019,91.1197037
10/14/2019,91.06640741
10/15/2019,91.01311111
10/16/2019,90.95981481
10/17/2019,90.90651852
10/18/2019,90.85322222
10/19/2019,90.79992593
10/20/2019,90.74662963
10/21/2019,90.69333333
10/22/2019,90.64003704
10/23/2019,90.58674074
10/24/2019,90.53344444
10/25/2019,90.48014815
10/26/2019,90.42685185
10/27/2019,90.37355556
10/28/2019,90.32025926
10/29/2019,90.26696296
10/30/2019,90.21366667
10/31/2019,90.16037037
11/1/2019,90.10707407
11/2/2019,90.05377778
11/3/2019,90.00048148
11/4/2019,89.94718519
11/5/2019,89.89388889
11/6/2019,89.84059259
11/7/2019,89.7872963
11/8/2019,89.734
11/9/2019,89.73274074
11/10/2019,89.73148148
11/11/2019,89.73022222
11/12/2019,89.72896296
11/13/2019,89.7277037
11/14/2019,89.72644444
11/15/2019,89.72518519
11/16/2019,89.72392593
11/17/2019,89.72266667
11/18/2019,89.72140741
11/19/2019,89.72014815
11/20/2019,89.71888889
11/21/2019,89.71762963
11/22/2019,89.71637037
11/23/2019,89.71511111
11/24/2019,89.71385185
11/25/2019,89.71259259
11/26/2019,89.71133333
11/27/2019,89.71007407
11/28/2019,89.70881481
11/29/2019,89.70755556
11/30/2019,89.7062963
12/1/2019,89.70503704
12/2/2019,89.70377778
12/3/2019,89.70251852
12/4/2019,89.70125926
12/5/2019,89.7
12/6/2019,89.70188889
12/7/2019,89.70377778
12/8/2019,89.70566667
12/9/2019,89.70755556
12/10/2019,89.70944444
12/11/2019,89.71133333
12/12/2019,89.71322222
12/13/2019,89.71511111
12/14/2019,89.717
12/15/2019,89.71888889
12/16/2019,89.72077778
12/17/2019,89.72266667
12/18/2019,89.72455556
12/19/2019,89.72644444
12/20/2019,89.72833333
12/21/2019,89.73022222
12/22/2019,89.73211111
12/23/2019,89.734
12/24/2019,89.73588889
12/25/2019,89.73777778
12/26/2019,89.73966667
12/27/2019,89.74155556
12/28/2019,89.74344444
12/29/2019,89.74533333
12/30/2019,89.74722222
12/31/2019,89.74911111
1/1/2020,89.751
1/2/2020,89.72962963
1/3/2020,89.70825926
1/4/2020,89.68688889
1/5/2020,89.66551852
1/6/2020,89.64414815
1/7/2020,89.62277778
1/8/2020,89.60140741
1/9/2020,89.58003704
1/10/2020,89.55866667
1/11/2020,89.5372963
1/12/2020,89.51592593
1/13/2020,89.49455556
1/14/2020,89.47318519
1/15/2020,89.45181481
1/16/2020,89.43044444
1/17/2020,89.40907407
1/18/2020,89.3877037
1/19/2020,89.36633333
1/20/2020,89.34496296
1/21/2020,89.32359259
1/22/2020,89.30222222
1/23/2020,89.28085185
1/24/2020,89.25948148
1/25/2020,89.23811111
1/26/2020,89.21674074
1/27/2020,89.19537037
1/28/2020,89.174
1/29/2020,89.17638889
1/30/2020,89.17877778
1/31/2020,89.18116667
2/1/2020,89.18355556
2/2/2020,89.18594444
2/3/2020,89.18833333
2/4/2020,89.19072222
2/5/2020,89.19311111
2/6/2020,89.1955
2/7/2020,89.19788889
2/8/2020,89.20027778
2/9/2020,89.20266667
2/10/2020,89.20505556
2/11/2020,89.20744444
2/12/2020,89.20983333
2/13/2020,89.21222222
2/14/2020,89.21461111
2/15/2020,89.217
2/16/2020,89.21938889
2/17/2020,89.22177778
2/18/2020,89.22416667
2/19/2020,89.22655556
2/20/2020,89.22894444
2/21/2020,89.23133333
2/22/2020,89.23372222
2/23/2020,89.23611111
2/24/2020,89.2385
2/25/2020,89.24088889
2/26/2020,89.24327778
2/27/2020,89.24566667
2/28/2020,89.24805556
2/29/2020,89.25044444
3/1/2020,89.25283333
3/2/2020,89.25522222
3/3/2020,89.25761111
3/4/2020,89.26
3/5/2020,89.26238889
3/6/2020,89.26477778
3/7/2020,89.26716667
3/8/2020,89.26955556
3/9/2020,89.27194444
3/10/2020,89.27433333
3/11/2020,89.27672222
3/12/2020,89.27911111
3/13/2020,89.2815
3/14/2020,89.28388889
3/15/2020,89.28627778
3/16/2020,89.28866667
3/17/2020,89.29105556
3/18/2020,89.29344444
3/19/2020,89.29583333
3/20/2020,89.29822222
3/21/2020,89.30061111
3/22/2020,89.303
3/23/2020,89.2977037
3/24/2020,89.29240741
3/25/2020,89.28711111
3/26/2020,89.28181481
3/27/2020,89.27651852
3/28/2020,89.27122222
3/29/2020,89.26592593
3/30/2020,89.26062963
3/31/2020,89.25533333
4/1/2020,89.25003704
4/2/2020,89.24474074
4/3/2020,89.23944444
4/4/2020,89.23414815
4/5/2020,89.22885185
4/6/2020,89.22355556
4/7/2020,89.21825926
4/8/2020,89.21296296
4/9/2020,89.20766667
4/10/2020,89.20237037
4/11/2020,89.19707407
4/12/2020,89.19177778
4/13/2020,89.18648148
4/14/2020,89.18118519
4/15/2020,89.17588889
4/16/2020,89.17059259
4/17/2020,89.1652963
4/18/2020,89.16
4/19/2020,89.16259259
4/20/2020,89.16518519
4/21/2020,89.16777778
4/22/2020,89.17037037
4/23/2020,89.17296296
4/24/2020,89.17555556
4/25/2020,89.17814815
4/26/2020,89.18074074
4/27/2020,89.18333333
4/28/2020,89.18592593
4/29/2020,89.18851852
4/30/2020,89.19111111
5/1/2020,89.1937037
5/2/2020,89.1962963
5/3/2020,89.19888889
5/4/2020,89.20148148
5/5/2020,89.20407407
5/6/2020,89.20666667
5/7/2020,89.20925926
5/8/2020,89.21185185
5/9/2020,89.21444444
5/10/2020,89.21703704
5/11/2020,89.21962963
5/12/2020,89.22222222
5/13/2020,89.22481481
5/14/2020,89.22740741
5/15/2020,89.23
5/16/2020,89.23148148
5/17/2020,89.23296296
5/18/2020,89.23444444
5/19/2020,89.23592593
5/20/2020,89.23740741
5/21/2020,89.23888889
5/22/2020,89.24037037
5/23/2020,89.24185185
5/24/2020,89.24333333
5/25/2020,89.24481481
5/26/2020,89.2462963
5/27/2020,89.24777778
5/28/2020,89.24925926
5/29/2020,89.25074074
5/30/2020,89.25222222
5/31/2020,89.2537037
6/1/2020,89.25518519
6/2/2020,89.25666667
6/3/2020,89.25814815
6/4/2020,89.25962963
6/5/2020,89.26111111
6/6/2020,89.26259259
6/7/2020,89.26407407
6/8/2020,89.26555556
6/9/2020,89.26703704
6/10/2020,89.26851852
6/11/2020,89.27
6/12/2020,89.27044444
6/13/2020,89.27088889
6/14/2020,89.27133333
6/15/2020,89.27177778
6/16/2020,89.27222222
6/17/2020,89.27266667
6/18/2020,89.27311111
6/19/2020,89.27355556
6/20/2020,89.274
6/21/2020,89.27444444
6/22/2020,89.27488889
6/23/2020,89.27533333
6/24/2020,89.27577778
6/25/2020,89.27622222
6/26/2020,89.27666667
6/27/2020,89.27711111
6/28/2020,89.27755556
6/29/2020,89.278
6/30/2020,89.27844444
7/1/2020,89.27888889
7/2/2020,89.27933333
7/3/2020,89.27977778
7/4/2020,89.28022222
7/5/2020,89.28066667
7/6/2020,89.28111111
7/7/2020,89.28155556
7/8/2020,89.282
7/9/2020,89.33237037
7/10/2020,89.38274074
7/11/2020,89.43311111
7/12/2020,89.48348148
7/13/2020,89.53385185
7/14/2020,89.58422222
7/15/2020,89.63459259
7/16/2020,89.68496296
7/17/2020,89.73533333
7/18/2020,89.7857037
7/19/2020,89.83607407
7/20/2020,89.88644444
7/21/2020,89.93681481
7/22/2020,89.98718519
7/23/2020,90.03755556
7/24/2020,90.08792593
7/25/2020,90.1382963
7/26/2020,90.18866667
7/27/2020,90.23903704
7/28/2020,90.28940741
7/29/2020,90.33977778
7/30/2020,90.39014815
7/31/2020,90.44051852
8/1/2020,90.49088889
8/2/2020,90.54125926
8/3/2020,90.59162963
8/4/2020,90.642
8/5/2020,90.61896296
8/6/2020,90.59592593
8/7/2020,90.57288889
8/8/2020,90.54985185
8/9/2020,90.52681481
8/10/2020,90.50377778
8/11/2020,90.48074074
8/12/2020,90.4577037
8/13/2020,90.43466667
8/14/2020,90.41162963
8/15/2020,90.38859259
8/16/2020,90.36555556
8/17/2020,90.34251852
8/18/2020,90.31948148
8/19/2020,90.29644444
8/20/2020,90.27340741
8/21/2020,90.25037037
8/22/2020,90.22733333
8/23/2020,90.2042963
8/24/2020,90.18125926
8/25/2020,90.15822222
8/26/2020,90.13518519
8/27/2020,90.11214815
8/28/2020,90.08911111
8/29/2020,90.06607407
8/30/2020,90.04303704
8/31/2020,90.02
9/1/2020,90.12074074
9/2/2020,90.22148148
9/3/2020,90.32222222
9/4/2020,90.42296296
9/5/2020,90.5237037
9/6/2020,90.62444444
9/7/2020,90.72518519
9/8/2020,90.82592593
9/9/2020,90.92666667
9/10/2020,91.02740741
9/11/2020,91.12814815
9/12/2020,91.22888889
9/13/2020,91.32962963
9/14/2020,91.43037037
9/15/2020,91.53111111
9/16/2020,91.63185185
9/17/2020,91.73259259
9/18/2020,91.83333333
9/19/2020,91.93407407
9/20/2020,92.03481481
9/21/2020,92.13555556
9/22/2020,92.2362963
9/23/2020,92.33703704
9/24/2020,92.43777778
9/25/2020,92.53851852
9/26/2020,92.63925926
9/27/2020,92.74
9/28/2020,92.62122222
9/29/2020,92.50244444
9/30/2020,92.38366667
10/1/2020,92.26488889
10/2/2020,92.14611111
10/3/2020,92.02733333
10/4/2020,91.90855556
10/5/2020,91.78977778
10/6/2020,91.671
10/7/2020,91.55222222
10/8/2020,91.43344444
10/9/2020,91.31466667
10/10/2020,91.19588889
10/11/2020,91.07711111
10/12/2020,90.95833333
10/13/2020,90.83955556
10/14/2020,90.72077778
10/15/2020,90.602
10/16/2020,90.48322222
10/17/2020,90.36444444
10/18/2020,90.24566667
10/19/2020,90.12688889
10/20/2020,90.00811111
10/21/2020,89.88933333
10/22/2020,89.77055556
10/23/2020,89.65177778
10/24/2020,89.533
10/25/2020,89.51918519
10/26/2020,89.50537037
10/27/2020,89.49155556
10/28/2020,89.47774074
10/29/2020,89.46392593
10/30/2020,89.45011111
10/31/2020,89.4362963
11/1/2020,89.42248148
11/2/2020,89.40866667
11/3/2020,89.39485185
11/4/2020,89.38103704
11/5/2020,89.36722222
11/6/2020,89.35340741
11/7/2020,89.33959259
11/8/2020,89.32577778
11/9/2020,89.31196296
11/10/2020,89.29814815
11/11/2020,89.28433333
11/12/2020,89.27051852
11/13/2020,89.2567037
11/14/2020,89.24288889
11/15/2020,89.22907407
11/16/2020,89.21525926
11/17/2020,89.20144444
11/18/2020,89.18762963
11/19/2020,89.17381481
11/20/2020,89.16
11/21/2020,89.18503704
11/22/2020,89.21007407
11/23/2020,89.23511111
11/24/2020,89.26014815
11/25/2020,89.28518519
11/26/2020,89.31022222
11/27/2020,89.33525926
11/28/2020,89.3602963
11/29/2020,89.38533333
11/30/2020,89.41037037
12/1/2020,89.43540741
12/2/2020,89.46044444
12/3/2020,89.48548148
12/4/2020,89.51051852
12/5/2020,89.53555556
12/6/2020,89.56059259
12/7/2020,89.58562963
12/8/2020,89.61066667
12/9/2020,89.6357037
12/10/2020,89.66074074
12/11/2020,89.68577778
12/12/2020,89.71081481
12/13/2020,89.73585185
12/14/2020,89.76088889
12/15/2020,89.78592593
12/16/2020,89.81096296
12/17/2020,89.836
12/18/2020,89.82581481
12/19/2020,89.81562963
12/20/2020,89.80544444
12/21/2020,89.79525926
12/22/2020,89.78507407
12/23/2020,89.77488889
12/24/2020,89.7647037
12/25/2020,89.75451852
12/26/2020,89.74433333
12/27/2020,89.73414815
12/28/2020,89.72396296
12/29/2020,89.71377778
12/30/2020,89.70359259
12/31/2020,89.69340741
1/1/2021,89.68322222
1/2/2021,89.67303704
1/3/2021,89.66285185
1/4/2021,89.65266667
1/5/2021,89.64248148
1/6/2021,89.6322963
1/7/2021,89.62211111
1/8/2021,89.61192593
1/9/2021,89.60174074
1/10/2021,89.59155556
1/11/2021,89.58137037
1/12/2021,89.57118519
1/13/2021,89.561
1/14/2021,89.55977778
1/15/2021,89.55855556
1/16/2021,89.55733333
1/17/2021,89.55611111
1/18/2021,89.55488889
1/19/2021,89.55366667
1/20/2021,89.55244444
1/21/2021,89.55122222
1/22/2021,89.55
1/23/2021,89.54877778
1/24/2021,89.54755556
1/25/2021,89.54633333
1/26/2021,89.54511111
1/27/2021,89.54388889
1/28/2021,89.54266667
1/29/2021,89.54144444
1/30/2021,89.54022222
1/31/2021,89.539
2/1/2021,89.53777778
2/2/2021,89.53655556
2/3/2021,89.53533333
2/4/2021,89.53411111
2/5/2021,89.53288889
2/6/2021,89.53166667
2/7/2021,89.53044444
2/8/2021,89.52922222
2/9/2021,89.528
2/10/2021,89.51062963
2/11/2021,89.49325926
2/12/2021,89.47588889
2/13/2021,89.45851852
2/14/2021,89.44114815
2/15/2021,89.42377778
2/16/2021,89.40640741
2/17/2021,89.38903704
2/18/2021,89.37166667
2/19/2021,89.3542963
2/20/2021,89.33692593
2/21/2021,89.31955556
2/22/2021,89.30218519
2/23/2021,89.28481481
2/24/2021,89.26744444
2/25/2021,89.25007407
2/26/2021,89.2327037
2/27/2021,89.21533333
2/28/2021,89.19796296
3/1/2021,89.18059259
3/2/2021,89.16322222
3/3/2021,89.14585185
3/4/2021,89.12848148
3/5/2021,89.11111111
3/6/2021,89.09374074
3/7/2021,89.07637037
3/8/2021,89.059
3/9/2021,89.05755556
3/10/2021,89.05611111
3/11/2021,89.05466667
3/12/2021,89.05322222
3/13/2021,89.05177778
3/14/2021,89.05033333
3/15/2021,89.04888889
3/16/2021,89.04744444
3/17/2021,89.046
3/18/2021,89.04455556
3/19/2021,89.04311111
3/20/2021,89.04166667
3/21/2021,89.04022222
3/22/2021,89.03877778
3/23/2021,89.03733333
3/24/2021,89.03588889
3/25/2021,89.03444444
3/26/2021,89.033
3/27/2021,89.03155556
3/28/2021,89.03011111
3/29/2021,89.02866667
3/30/2021,89.02722222
3/31/2021,89.02577778
4/1/2021,89.02433333
4/2/2021,89.02288889
4/3/2021,89.02144444
4/4/2021,89.02
4/5/2021,88.98092593
4/6/2021,88.94185185
4/7/2021,88.90277778
4/8/2021,88.8637037
4/9/2021,88.82462963
4/10/2021,88.78555556
4/11/2021,88.74648148
4/12/2021,88.70740741
4/13/2021,88.66833333
4/14/2021,88.62925926
4/15/2021,88.59018519
4/16/2021,88.55111111
4/17/2021,88.51203704
4/18/2021,88.47296296
4/19/2021,88.43388889
4/20/2021,88.39481481
4/21/2021,88.35574074
4/22/2021,88.31666667
4/23/2021,88.27759259
4/24/2021,88.23851852
4/25/2021,88.19944444
4/26/2021,88.16037037
4/27/2021,88.1212963
4/28/2021,88.08222222
4/29/2021,88.04314815
4/30/2021,88.00407407
5/1/2021,87.965
5/2/2021,87.96488889
5/3/2021,87.96477778
5/4/2021,87.96466667
5/5/2021,87.96455556
5/6/2021,87.96444444
5/7/2021,87.96433333
5/8/2021,87.96422222
5/9/2021,87.96411111
5/10/2021,87.964
5/11/2021,87.96388889
5/12/2021,87.96377778
5/13/2021,87.96366667
5/14/2021,87.96355556
5/15/2021,87.96344444
5/16/2021,87.96333333
5/17/2021,87.96322222
5/18/2021,87.96311111
5/19/2021,87.963
5/20/2021,87.96288889
5/21/2021,87.96277778
5/22/2021,87.96266667
5/23/2021,87.96255556
5/24/2021,87.96244444
5/25/2021,87.96233333
5/26/2021,87.96222222
5/27/2021,87.96211111
5/28/2021,87.962
5/29/2021,87.96037037
5/30/2021,87.95874074
5/31/2021,87.95711111
6/1/2021,87.95548148
6/2/2021,87.95385185
6/3/2021,87.95222222
6/4/2021,87.95059259
6/5/2021,87.94896296
6/6/2021,87.94733333
6/7/2021,87.9457037
6/8/2021,87.94407407
6/9/2021,87.94244444
6/10/2021,87.94081481
6/11/2021,87.93918519
6/12/2021,87.93755556
6/13/2021,87.93592593
6/14/2021,87.9342963
6/15/2021,87.93266667
6/16/2021,87.93103704
6/17/2021,87.92940741
6/18/2021,87.92777778
6/19/2021,87.92614815
6/20/2021,87.92451852
6/21/2021,87.92288889
6/22/2021,87.92125926
6/23/2021,87.91962963
6/24/2021,87.918
6/25/2021,87.92303704
6/26/2021,87.92807407
6/27/2021,87.93311111
6/28/2021,87.93814815
6/29/2021,87.94318519
6/30/2021,87.94822222
7/1/2021,87.95325926
7/2/2021,87.9582963
7/3/2021,87.96333333
7/4/2021,87.96837037
7/5/2021,87.97340741
7/6/2021,87.97844444
7/7/2021,87.98348148
7/8/2021,87.98851852
7/9/2021,87.99355556
7/10/2021,87.99859259
7/11/2021,88.00362963
7/12/2021,88.00866667
7/13/2021,88.0137037
7/14/2021,88.01874074
7/15/2021,88.02377778
7/16/2021,88.02881481
7/17/2021,88.03385185
7/18/2021,88.03888889
7/19/2021,88.04392593
7/20/2021,88.04896296
7/21/2021,88.054
7/22/2021,88.08340741
7/23/2021,88.11281481
7/24/2021,88.14222222
7/25/2021,88.17162963
7/26/2021,88.20103704
7/27/2021,88.23044444
7/28/2021,88.25985185
7/29/2021,88.28925926
7/30/2021,88.31866667
7/31/2021,88.34807407
8/1/2021,88.37748148
8/2/2021,88.40688889
8/3/2021,88.4362963
8/4/2021,88.4657037
8/5/2021,88.49511111
8/6/2021,88.52451852
8/7/2021,88.55392593
8/8/2021,88.58333333
8/9/2021,88.61274074
8/10/2021,88.64214815
8/11/2021,88.67155556
8/12/2021,88.70096296
8/13/2021,88.73037037
8/14/2021,88.75977778
8/15/2021,88.78918519
8/16/2021,88.81859259
8/17/2021,88.848
8/18/2021,88.83074074
8/19/2021,88.81348148
8/20/2021,88.79622222
8/21/2021,88.77896296
8/22/2021,88.7617037
8/23/2021,88.74444444
8/24/2021,88.72718519
8/25/2021,88.70992593
8/26/2021,88.69266667
8/27/2021,88.67540741
8/28/2021,88.65814815
8/29/2021,88.64088889
8/30/2021,88.62362963
8/31/2021,88.60637037
9/1/2021,88.58911111
9/2/2021,88.57185185
9/3/2021,88.55459259
9/4/2021,88.53733333
9/5/2021,88.52007407
9/6/2021,88.50281481
9/7/2021,88.48555556
9/8/2021,88.4682963
9/9/2021,88.45103704
9/10/2021,88.43377778
9/11/2021,88.41651852
9/12/2021,88.39925926
9/13/2021,88.382
9/14/2021,88.36255556
9/15/2021,88.34311111
9/16/2021,88.32366667
9/17/2021,88.30422222
9/18/2021,88.28477778
9/19/2021,88.26533333
9/20/2021,88.24588889
9/21/2021,88.22644444
9/22/2021,88.207
9/23/2021,88.18755556
9/24/2021,88.16811111
9/25/2021,88.14866667
9/26/2021,88.12922222
9/27/2021,88.10977778
9/28/2021,88.09033333
9/29/2021,88.07088889
9/30/2021,88.05144444
10/1/2021,88.032
10/2/2021,88.01255556
10/3/2021,87.99311111
10/4/2021,87.97366667
10/5/2021,87.95422222
10/6/2021,87.93477778
10/7/2021,87.91533333
10/8/2021,87.89588889
10/9/2021,87.87644444
10/10/2021,87.857
10/11/2021,87.85107407
10/12/2021,87.84514815
10/13/2021,87.83922222
10/14/2021,87.8332963
10/15/2021,87.82737037
10/16/2021,87.82144444
10/17/2021,87.81551852
10/18/2021,87.80959259
10/19/2021,87.80366667
10/20/2021,87.79774074
10/21/2021,87.79181481
10/22/2021,87.78588889
10/23/2021,87.77996296
10/24/2021,87.77403704
10/25/2021,87.76811111
10/26/2021,87.76218519
10/27/2021,87.75625926
10/28/2021,87.75033333
10/29/2021,87.74440741
10/30/2021,87.73848148
10/31/2021,87.73255556
11/1/2021,87.72662963
11/2/2021,87.7207037
11/3/2021,87.71477778
11/4/2021,87.70885185
11/5/2021,87.70292593
11/6/2021,87.697
11/7/2021,87.69759259
11/8/2021,87.69818519
11/9/2021,87.69877778
11/10/2021,87.69937037
11/11/2021,87.69996296
11/12/2021,87.70055556
11/13/2021,87.70114815
11/14/2021,87.70174074
11/15/2021,87.70233333
11/16/2021,87.70292593
11/17/2021,87.70351852
11/18/2021,87.70411111
11/19/2021,87.7047037
11/20/2021,87.7052963
11/21/2021,87.70588889
11/22/2021,87.70648148
11/23/2021,87.70707407
11/24/2021,87.70766667
11/25/2021,87.70825926
11/26/2021,87.70885185
11/27/2021,87.70944444
11/28/2021,87.71003704
11/29/2021,87.71062963
11/30/2021,87.71122222
12/1/2021,87.71181481
12/2/2021,87.71240741
12/3/2021,87.713
12/4/2021,87.70148148
12/5/2021,87.68996296
12/6/2021,87.67844444
12/7/2021,87.66692593
